-0.6300001	-28.52	11.179285
-1.1400003	1.8000002	11.846428
-1.1400003	1.8000002	11.11
-0.19999981	0.5100002	10.532857
-0.19999981	0.5100002	9.272142
-0.23999977	0.65999985	7.997857
-0.23999977	0.65999985	7.857857
-0.59000015	-2.71	7.9335713
-0.59000015	-2.71	7.4885716
-3.6499996	38.4	3.888571
-3.6499996	38.4	-0.20000021
-8.280001	5.0599995	-2.237858
-8.280001	5.0599995	-4.2757154
-8.280001	5.0599995	-7.220714
-5.26	-0.71000004	-9.537857
-5.26	-0.71000004	-9.652857
-3.38	1.1700001	-9.767858
-3.38	1.1700001	-10.042144
6.3900003	-0.32000065	-9.512143
6.3900003	-0.32000065	-8.968572
6.3900003	-0.32000065	-8.425001
4.27	-0.32000065	-8.248571
2.63	-0.15999985	-8.200713
2.63	-0.15999985	-4.9978585
8.82	-0.71000004	-1.3135711
8.82	-0.71000004	0.32000032
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-1.5699997	16.39	-11.676427
-1.5699997	16.39	-13.087855
0.27000046	-1.6500001	-13.079284
0.27000046	-1.6500001	-12.689998
-0.03999996	-7.1800003	-11.9278555
-0.03999996	-7.1800003	-10.260714
0.18999958	-1.1000004	-9.011428
0.18999958	-1.1000004	-7.2799997
1.0200005	-6.32	-5.116428
1.0200005	-6.32	-2.9528575
1.1000004	-12.16	-1.93
1.1000004	-12.16	-0.90714294
-0.39999962	1.5299997	0.33642912
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.07999992	37.5	-10.509285
-0.119999886	-9.18	-9.923571
-0.119999886	-9.18	-8.8478565
-0.27999973	0.9399996	-8.506429
-0.27999973	0.9399996	-7.9742856
-0.07999992	-1.3800001	-7.2621427
-0.07999992	-1.3800001	-5.272857
2	-16.71	-2.0399997
2	-16.71	-0.33357129
0.59000015	-2.2000003	0.23571447
0.59000015	-2.2000003	-0.032857146
-0.03999996	1.5299997	-0.61285675
-0.03999996	1.5299997	-1.1928569
-0.03999996	22.08	-0.09999956
-0.03999996	22.08	0.9928575
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
